tweet_text,synthesized_summary,responder_role,secondary_annotation,disaster_type,information_type,input_text,source_row_id
Bangladesh Building Collapse Kills Scores - New York Times: New York TimesBangladesh Building Collapse Kills S... http://t.co/SpPAmaAvQS,"Firefighters should assess for trapped individuals, while EMS prepares for casualties and coordinates medical support in the collapse area.",Firefighter/EMS,USAR/MMU,Collapse,Affected individuals,"Responder Roles: Firefighter, EMS
Disaster Type: Collapse
Tweet: Bangladesh Building Collapse Kills Scores - New York Times: New York TimesBangladesh Building Collapse Kills S... http://t.co/SpPAmaAvQS
Secondary Annotations: USAR, MMU
Information Type: Affected individuals",22717
RT @AP: Glass Works: Russian region labors to replace some 50 acres of windows smashed in astonishing #meteor fall: http://t.co/XlqMmeUv -JM,Police should assess public safety risks from shattered glass and coordinate with DCC for crowd management and access control.,Police,DCC,Meteorite,Infrastructure and utilities,"Responder Roles: Police
Disaster Type: Meteorite
Tweet: RT @AP: Glass Works: Russian region labors to replace some 50 acres of windows smashed in astonishing #meteor fall: http://t.co/XlqMmeUv -JM
Secondary Annotations: DCC
Information Type: Infrastructure and utilities",21291
Member Post: Weep for the Bangladesh building collapse http://t.co/3uJn73Ad05,Evaluate the collapse site for possible victims and ensure safe access for rescue operations.,Firefighter,USAR,Collapse,Sympathy and support,"Responder Roles: Firefighter
Disaster Type: Collapse
Tweet: Member Post: Weep for the Bangladesh building collapse http://t.co/3uJn73Ad05
Secondary Annotations: USAR
Information Type: Sympathy and support",22848
Forest fires in Colorado! #awful http://t.co/lt95X3yL,Firefighters should assess fire spread risk and containment strategies in Colorado's forest areas due to reported wildfires.,Firefighter,FC,Wildfire,Other Useful Information,"Responder Roles: Firefighter
Disaster Type: Wildfire
Tweet: Forest fires in Colorado! #awful http://t.co/lt95X3yL
Secondary Annotations: FC
Information Type: Other Useful Information",444
RT @Reuters: Red Cross in Costa Rica says no casualties reported so far after 7.6-magnitude earthquake http://t.co/IroAyLyv,"Police should monitor for threats, while EMS prepares for potential medical needs as casualty reports may evolve.",Police/EMS,DCC/MMU,Earthquake,Affected individuals,"Responder Roles: Police, EMS
Disaster Type: Earthquake
Tweet: RT @Reuters: Red Cross in Costa Rica says no casualties reported so far after 7.6-magnitude earthquake http://t.co/IroAyLyv
Secondary Annotations: DCC, MMU
Information Type: Affected individuals",1665
28-mile deep earthquake strikes: An earthquake with a magnitude of 7.6 struck off the coast of Costa Rica Wednes... http://t.co/QUEEUkYS,"Police should monitor for crowd control and crime, while firefighters prepare for structural assessments and search operations post-earthquake.",Police/Firefighter,DCC/USAR,Earthquake,Caution and advice,"Responder Roles: Police, Firefighter
Disaster Type: Earthquake
Tweet: 28-mile deep earthquake strikes: An earthquake with a magnitude of 7.6 struck off the coast of Costa Rica Wednes... http://t.co/QUEEUkYS
Secondary Annotations: DCC, USAR
Information Type: Caution and advice",1760
"RT @Do512: Here is a list of ways you can help support those affected by yesterday’s explosion in West, Texas. http://t.co/UKHbziyN2o #w ...",Police should assess community support efforts and ensure safety during donation activities related to the explosion.,Police,DCC,Explosion,Donations and volunteering,"Responder Roles: Police
Disaster Type: Explosion
Tweet: RT @Do512: Here is a list of ways you can help support those affected by yesterday’s explosion in West, Texas. http://t.co/UKHbziyN2o #w ...
Secondary Annotations: DCC
Information Type: Donations and volunteering",27582
Typhoon Haiyan: 'More than 120 dead' in Philippines - BBC News http://t.co/EIwyHJ9wFN,Police should evaluate crowd control and public safety in response to reported fatalities from Typhoon Haiyan.,Police,DCC,Typhoon,Affected individuals,"Responder Roles: Police
Disaster Type: Typhoon
Tweet: Typhoon Haiyan: 'More than 120 dead' in Philippines - BBC News http://t.co/EIwyHJ9wFN
Secondary Annotations: DCC
Information Type: Affected individuals",26099
RT @dailycamera: Fears remain about missing homeless in #Boulder County following flood http://t.co/w7YGDLtch3 #boulderflood,Police should assess reports of missing homeless individuals and coordinate search efforts with DCC following the flood in Boulder County.,Police,DCC,Floods,Affected individuals,"Responder Roles: Police
Disaster Type: Floods
Tweet: RT @dailycamera: Fears remain about missing homeless in #Boulder County following flood http://t.co/w7YGDLtch3 #boulderflood
Secondary Annotations: DCC
Information Type: Affected individuals",13735
Woman rescued from #Bangladesh rubble recovering - http://t.co/yGJifDX3mL,Police should monitor crowd control and public safety around the site of the woman's rescue from the collapse.,Police,DCC,Collapse,Not labeled,"Responder Roles: Police
Disaster Type: Collapse
Tweet: Woman rescued from #Bangladesh rubble recovering - http://t.co/yGJifDX3mL
Secondary Annotations: DCC
Information Type: Not labeled",23672
Collecting donations for the @redcross #WaldoCanyonFire #HighParkFire #FlagstaffFire #cofire @InsuranceMktg http://t.co/6J3dkHGN,Donation efforts may support firefighting operations for ongoing wildfires in the area.,Firefighter,FC,Wildfire,Donations and volunteering,"Responder Roles: Firefighter
Disaster Type: Wildfire
Tweet: Collecting donations for the @redcross #WaldoCanyonFire #HighParkFire #FlagstaffFire #cofire @InsuranceMktg http://t.co/6J3dkHGN
Secondary Annotations: FC
Information Type: Donations and volunteering",687
"RT @LoveForBoston: R.I.P. to the 8 year-old girl who died in Boston's explosions, while running for the Sandy Hook kids. #prayforboston  ...","Coordinate medical response for affected individuals following the reported bombings, focusing on urgent needs and community support.",EMS,MMU,Bombings,Affected individuals,"Responder Roles: EMS
Disaster Type: Bombings
Tweet: RT @LoveForBoston: R.I.P. to the 8 year-old girl who died in Boston's explosions, while running for the Sandy Hook kids. #prayforboston  ...
Secondary Annotations: MMU
Information Type: Affected individuals",11299
Stunning Pics &amp; Video: Reports of Many Injuries From Meteor Strike in Russia’s Ural Mountains http://t.co/heeOnVe1,Assess reported injuries from the meteor strike; prioritize triage and potential patient transport.,EMS,MMU,Meteorite,Other Useful Information,"Responder Roles: EMS
Disaster Type: Meteorite
Tweet: Stunning Pics &amp; Video: Reports of Many Injuries From Meteor Strike in Russia’s Ural Mountains http://t.co/heeOnVe1
Secondary Annotations: MMU
Information Type: Other Useful Information",20305
"RT @arapaho415: Police found evidence train was tampered with before crashing and exploding in Lac-Megantic, Quebec. via @ramcnn  http://t.…","Police should investigate train tampering evidence and maintain security at the crash site in Lac-Megantic, Quebec.",Police,DCC,Derailment,Other Useful Information,"Responder Roles: Police
Disaster Type: Derailment
Tweet: RT @arapaho415: Police found evidence train was tampered with before crashing and exploding in Lac-Megantic, Quebec. via @ramcnn  http://t.…
Secondary Annotations: DCC
Information Type: Other Useful Information",16549
RT @TwitchyTeam: Barbi twins looking out for lost pets in Colorado floods; Rescues underway http://t.co/JkUgr6kr4M,Police should monitor crowd control and public safety as rescues for lost pets are reported in the Colorado floods.,Police,DCC,Floods,Affected individuals,"Responder Roles: Police
Disaster Type: Floods
Tweet: RT @TwitchyTeam: Barbi twins looking out for lost pets in Colorado floods; Rescues underway http://t.co/JkUgr6kr4M
Secondary Annotations: DCC
Information Type: Affected individuals",13453
RT @_hrz: Naik 1 pun jadi hahaha RT @STcom: #Sghaze update: PSI rises to 401 at 12pm @NEAsg,Firefighters should evaluate hazardous material risks from rising PSI levels and be ready for containment actions.,Firefighter,HAZMAT,Haze,Caution and advice,"Responder Roles: Firefighter
Disaster Type: Haze
Tweet: RT @_hrz: Naik 1 pun jadi hahaha RT @STcom: #Sghaze update: PSI rises to 401 at 12pm @NEAsg
Secondary Annotations: HAZMAT
Information Type: Caution and advice",24575
$50K Reward Offered For Info On Waldo Canyon Fire Vandals http://t.co/I1dkaGsA #WaldoCanyonFire #Colorado,Police should evaluate tips on wildfire vandalism and collaborate with DCC for effective information management.,Police,DCC,Wildfire,Other Useful Information,"Responder Roles: Police
Disaster Type: Wildfire
Tweet: $50K Reward Offered For Info On Waldo Canyon Fire Vandals http://t.co/I1dkaGsA #WaldoCanyonFire #Colorado
Secondary Annotations: DCC
Information Type: Other Useful Information",1165
Over 200 die in kiss nightclub disaster. Only one exit!!! Planning regs need a serious review in brazil. Shame...,Firefighters should focus on search and rescue due to reported fatalities and limited exits in the nightclub fire incident.,Firefighter,USAR,Fire,Affected individuals,"Responder Roles: Firefighter
Disaster Type: Fire
Tweet: Over 200 die in kiss nightclub disaster. Only one exit!!! Planning regs need a serious review in brazil. Shame...
Secondary Annotations: USAR
Information Type: Affected individuals",12573
RT @MadelineNovey: 40 people rescued from Big Thompson Canyon via ATV #coflood http://t.co/tOfGarUeta,Police should monitor rescue operations and assess crowd control needs around Big Thompson Canyon following reports of 40 rescues.,Police,DCC,Floods,Affected individuals,"Responder Roles: Police
Disaster Type: Floods
Tweet: RT @MadelineNovey: 40 people rescued from Big Thompson Canyon via ATV #coflood http://t.co/tOfGarUeta
Secondary Annotations: DCC
Information Type: Affected individuals",13272
RT @LAFD: *#Earthquake* Pursuant of protocol LAFD now in 'Earthquake Emergency Mode' due to 12:03 AM PDT #LAquake… http://t.co/o75B7Q5Q,Police should assess public safety threats and coordinate with DCC in response to the earthquake emergency mode activation.,Police,DCC,Earthquake,Not labeled,"Responder Roles: Police
Disaster Type: Earthquake
Tweet: RT @LAFD: *#Earthquake* Pursuant of protocol LAFD now in 'Earthquake Emergency Mode' due to 12:03 AM PDT #LAquake… http://t.co/o75B7Q5Q
Secondary Annotations: DCC
Information Type: Not labeled",2138
"Reuters: Bangladesh factory building collapse kills over 70, injures hundreds: DHAKA (Reuters… http://t.co/sbv4418KlL","Firefighters should assess for trapped individuals, while EMS prepares for mass casualty triage and transport from the collapse site.",Firefighter/EMS,USAR/MMU,Collapse,Affected individuals,"Responder Roles: Firefighter, EMS
Disaster Type: Collapse
Tweet: Reuters: Bangladesh factory building collapse kills over 70, injures hundreds: DHAKA (Reuters… http://t.co/sbv4418KlL
Secondary Annotations: USAR, MMU
Information Type: Affected individuals",22654
Death Toll Rises to 144 in Philippines Quake http://t.co/JdnmYomEbA,The EMS should prioritize medical response for the reported casualties from the earthquake in the Philippines.,EMS,MMU,Earthquake,Affected individuals,"Responder Roles: EMS
Disaster Type: Earthquake
Tweet: Death Toll Rises to 144 in Philippines Quake http://t.co/JdnmYomEbA
Secondary Annotations: MMU
Information Type: Affected individuals",10645
RT @COPetEmergency: #COFlood #cats chubby male black cat trapped and rescued from Mobile Home Parks Eastwood and Bella Vista in... http://t…,Police should monitor crowd dynamics and ensure safety as a black cat was rescued from Mobile Home Parks affected by floods.,Police,DCC,Floods,Affected individuals,"Responder Roles: Police
Disaster Type: Floods
Tweet: RT @COPetEmergency: #COFlood #cats chubby male black cat trapped and rescued from Mobile Home Parks Eastwood and Bella Vista in... http://t…
Secondary Annotations: DCC
Information Type: Affected individuals",13845
“@denverpost: UPDATE: Federal aid begins to flow to flood ravaged Colorado http://t.co/7W2MnfSsVY #coflood”,"As federal aid starts, police should prepare for possible crowd control challenges in flood-impacted regions.",Police,DCC,Floods,Donations and volunteering,"Responder Roles: Police
Disaster Type: Floods
Tweet: “@denverpost: UPDATE: Federal aid begins to flow to flood ravaged Colorado http://t.co/7W2MnfSsVY #coflood”
Secondary Annotations: DCC
Information Type: Donations and volunteering",13162
Whoohoo! Thankyou @Energex power back on Kiels Mtn 4559. Time for a cuppa. #bigwet,Police should monitor for public safety issues as power is restored in flood-affected areas.,Police,DCC,Floods,Infrastructure and utilities,"Responder Roles: Police
Disaster Type: Floods
Tweet: Whoohoo! Thankyou @Energex power back on Kiels Mtn 4559. Time for a cuppa. #bigwet
Secondary Annotations: DCC
Information Type: Infrastructure and utilities",19738
